Gate,InputSignals,OutputSignals
30134,"[{'LastGateID': '30119', 'Color': 'gray'}, {'LastGateID': '30128', 'Color': 'color4'}]","[{'NextGateID': '30135', 'Color': 'color3'}, {'NextGateID': '30140', 'Color': 'color1'}, {'NextGateID': '30152', 'Color': 'color0'}]"
30123,"[{'LastGateID': '30110', 'Color': 'color3'}, {'LastGateID': '30111', 'Color': 'color1'}]","[{'NextGateID': '30125', 'Color': 'gray'}]"
30125,"[{'LastGateID': '30112', 'Color': 'black'}, {'LastGateID': '30123', 'Color': 'gray'}]","[{'NextGateID': '30127', 'Color': 'gray'}]"
30127,"[{'LastGateID': '30121', 'Color': 'color2'}, {'LastGateID': '30125', 'Color': 'gray'}]","[{'NextGateID': '30131', 'Color': 'color0'}]"
30129,"[{'LastGateID': '28324', 'Color': 'color5'}, {'LastGateID': '30128', 'Color': 'color3'}]","[{'NextGateID': '30130', 'Color': 'gray'}]"
30130,"[{'LastGateID': '30129', 'Color': 'gray'}]","[{'NextGateID': '30131', 'Color': 'gray'}]"
30131,"[{'LastGateID': '30127', 'Color': 'color0'}, {'LastGateID': '30130', 'Color': 'gray'}]","[{'NextGateID': '30132', 'Color': 'color1'}]"
30135,"[{'LastGateID': '30134', 'Color': 'color3'}]","[{'NextGateID': '30141', 'Color': 'color2'}, {'NextGateID': '30151', 'Color': 'gray'}]"
30151,"[{'LastGateID': '30135', 'Color': 'gray'}, {'LastGateID': '30136', 'Color': 'color1'}]","[{'NextGateID': '30153', 'Color': 'gray'}]"
30153,"[{'LastGateID': '30137', 'Color': 'black'}, {'LastGateID': '30151', 'Color': 'gray'}]","[{'NextGateID': '30155', 'Color': 'color0'}]"
30136,"[{'LastGateID': '18356', 'Color': 'black'}, {'LastGateID': '18489', 'Color': 'black'}]","[{'NextGateID': '30138', 'Color': 'color1'}, {'NextGateID': '30151', 'Color': 'color1'}, {'NextGateID': '30154', 'Color': 'gray'}]"
30152,"[{'LastGateID': '30134', 'Color': 'color0'}, {'LastGateID': '30137', 'Color': 'black'}]","[{'NextGateID': '30154', 'Color': 'gray'}]"
30154,"[{'LastGateID': '30136', 'Color': 'gray'}, {'LastGateID': '30152', 'Color': 'gray'}]","[{'NextGateID': '30156', 'Color': 'color2'}]"
30138,"[{'LastGateID': '30136', 'Color': 'color1'}, {'LastGateID': '30137', 'Color': 'black'}]","[{'NextGateID': '30139', 'Color': 'color0'}, {'NextGateID': '30141', 'Color': 'color0'}]"
30139,"[{'LastGateID': '30138', 'Color': 'color0'}]","[{'NextGateID': '30140', 'Color': 'gray'}]"
30140,"[{'LastGateID': '30134', 'Color': 'color1'}, {'LastGateID': '30139', 'Color': 'gray'}]","[{'NextGateID': '30142', 'Color': 'gray'}]"
30141,"[{'LastGateID': '30135', 'Color': 'color2'}, {'LastGateID': '30138', 'Color': 'color0'}]","[{'NextGateID': '30144', 'Color': 'gray'}]"
30142,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30140', 'Color': 'gray'}]","[{'NextGateID': '30143', 'Color': 'gray'}]"
30143,"[{'LastGateID': '30142', 'Color': 'gray'}]","[{'NextGateID': '30144', 'Color': 'gray'}]"
30144,"[{'LastGateID': '30141', 'Color': 'gray'}, {'LastGateID': '30143', 'Color': 'gray'}]","[{'NextGateID': '30145', 'Color': 'gray'}]"
30145,"[{'LastGateID': '22226', 'Color': 'color4'}, {'LastGateID': '30144', 'Color': 'gray'}]","[{'NextGateID': '30146', 'Color': 'black'}]"
30147,"[{'LastGateID': '18357', 'Color': 'black'}, {'LastGateID': '18490', 'Color': 'black'}]","[{'NextGateID': '30149', 'Color': 'gray'}, {'NextGateID': '30162', 'Color': 'gray'}]"
30149,"[{'LastGateID': '30147', 'Color': 'gray'}, {'LastGateID': '30148', 'Color': 'black'}]","[{'NextGateID': '30150', 'Color': 'color3'}, {'NextGateID': '30155', 'Color': 'color3'}]"
30162,"[{'LastGateID': '30147', 'Color': 'gray'}, {'LastGateID': '30156', 'Color': 'color4'}]","[{'NextGateID': '30163', 'Color': 'color0'}, {'NextGateID': '30168', 'Color': 'color2'}, {'NextGateID': '30180', 'Color': 'color1'}]"
30150,"[{'LastGateID': '30149', 'Color': 'color3'}]","[{'NextGateID': '30156', 'Color': 'color0'}]"
30155,"[{'LastGateID': '30149', 'Color': 'color3'}, {'LastGateID': '30153', 'Color': 'color0'}]","[{'NextGateID': '30159', 'Color': 'gray'}]"
30157,"[{'LastGateID': '28324', 'Color': 'color5'}, {'LastGateID': '30156', 'Color': 'color1'}]","[{'NextGateID': '30158', 'Color': 'gray'}]"
30158,"[{'LastGateID': '30157', 'Color': 'gray'}]","[{'NextGateID': '30159', 'Color': 'gray'}]"
30159,"[{'LastGateID': '30155', 'Color': 'gray'}, {'LastGateID': '30158', 'Color': 'gray'}]","[{'NextGateID': '30160', 'Color': 'gray'}]"
30160,"[{'LastGateID': '18608', 'Color': 'color4'}, {'LastGateID': '30159', 'Color': 'gray'}]","[{'NextGateID': '30161', 'Color': 'black'}]"
30156,"[{'LastGateID': '30150', 'Color': 'color0'}, {'LastGateID': '30154', 'Color': 'color2'}]","[{'NextGateID': '30157', 'Color': 'color1'}, {'NextGateID': '30162', 'Color': 'color4'}]"
30163,"[{'LastGateID': '30162', 'Color': 'color0'}]","[{'NextGateID': '30169', 'Color': 'color4'}, {'NextGateID': '30179', 'Color': 'color4'}]"
30164,"[{'LastGateID': '18358', 'Color': 'black'}, {'LastGateID': '18491', 'Color': 'black'}]","[{'NextGateID': '30166', 'Color': 'gray'}, {'NextGateID': '30179', 'Color': 'gray'}, {'NextGateID': '30182', 'Color': 'color3'}]"
30166,"[{'LastGateID': '30164', 'Color': 'gray'}, {'LastGateID': '30165', 'Color': 'black'}]","[{'NextGateID': '30167', 'Color': 'color1'}, {'NextGateID': '30169', 'Color': 'gray'}]"
30169,"[{'LastGateID': '30163', 'Color': 'color4'}, {'LastGateID': '30166', 'Color': 'gray'}]","[{'NextGateID': '30172', 'Color': 'color0'}]"
30179,"[{'LastGateID': '30163', 'Color': 'color4'}, {'LastGateID': '30164', 'Color': 'gray'}]","[{'NextGateID': '30181', 'Color': 'gray'}]"
30181,"[{'LastGateID': '30165', 'Color': 'black'}, {'LastGateID': '30179', 'Color': 'gray'}]","[{'NextGateID': '30183', 'Color': 'color2'}]"
30167,"[{'LastGateID': '30166', 'Color': 'color1'}]","[{'NextGateID': '30168', 'Color': 'gray'}]"
30168,"[{'LastGateID': '30162', 'Color': 'color2'}, {'LastGateID': '30167', 'Color': 'gray'}]","[{'NextGateID': '30170', 'Color': 'gray'}]"
30170,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30168', 'Color': 'gray'}]","[{'NextGateID': '30171', 'Color': 'gray'}]"
30171,"[{'LastGateID': '30170', 'Color': 'gray'}]","[{'NextGateID': '30172', 'Color': 'gray'}]"
30172,"[{'LastGateID': '30169', 'Color': 'color0'}, {'LastGateID': '30171', 'Color': 'gray'}]","[{'NextGateID': '30173', 'Color': 'gray'}]"
30173,"[{'LastGateID': '22240', 'Color': 'color4'}, {'LastGateID': '30172', 'Color': 'gray'}]","[{'NextGateID': '30174', 'Color': 'black'}]"
30175,"[{'LastGateID': '18359', 'Color': 'black'}, {'LastGateID': '18492', 'Color': 'black'}]","[{'NextGateID': '30177', 'Color': 'color4'}, {'NextGateID': '30190', 'Color': 'gray'}]"
30190,"[{'LastGateID': '30175', 'Color': 'gray'}, {'LastGateID': '30184', 'Color': 'color5'}]","[{'NextGateID': '30191', 'Color': 'gray'}, {'NextGateID': '30196', 'Color': 'color3'}, {'NextGateID': '30207', 'Color': 'color0'}]"
30191,"[{'LastGateID': '30190', 'Color': 'gray'}]","[{'NextGateID': '30197', 'Color': 'color1'}, {'NextGateID': '30208', 'Color': 'color2'}]"
30177,"[{'LastGateID': '30175', 'Color': 'color4'}, {'LastGateID': '30176', 'Color': 'black'}]","[{'NextGateID': '30178', 'Color': 'gray'}, {'NextGateID': '30183', 'Color': 'gray'}]"
30178,"[{'LastGateID': '30177', 'Color': 'gray'}]","[{'NextGateID': '30184', 'Color': 'color0'}]"
30183,"[{'LastGateID': '30177', 'Color': 'gray'}, {'LastGateID': '30181', 'Color': 'color2'}]","[{'NextGateID': '30187', 'Color': 'color1'}]"
30180,"[{'LastGateID': '30162', 'Color': 'color1'}, {'LastGateID': '30165', 'Color': 'black'}]","[{'NextGateID': '30182', 'Color': 'gray'}]"
30182,"[{'LastGateID': '30164', 'Color': 'color3'}, {'LastGateID': '30180', 'Color': 'gray'}]","[{'NextGateID': '30184', 'Color': 'gray'}]"
30184,"[{'LastGateID': '30178', 'Color': 'color0'}, {'LastGateID': '30182', 'Color': 'gray'}]","[{'NextGateID': '30185', 'Color': 'color2'}, {'NextGateID': '30190', 'Color': 'color5'}]"
30185,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30184', 'Color': 'color2'}]","[{'NextGateID': '30186', 'Color': 'gray'}]"
30186,"[{'LastGateID': '30185', 'Color': 'gray'}]","[{'NextGateID': '30187', 'Color': 'gray'}]"
30187,"[{'LastGateID': '30183', 'Color': 'color1'}, {'LastGateID': '30186', 'Color': 'gray'}]","[{'NextGateID': '30188', 'Color': 'color0'}]"
30188,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '30187', 'Color': 'color0'}]","[{'NextGateID': '30189', 'Color': 'black'}]"
30192,"[{'LastGateID': '18360', 'Color': 'black'}, {'LastGateID': '18493', 'Color': 'black'}]","[{'NextGateID': '30194', 'Color': 'color1'}, {'NextGateID': '30208', 'Color': 'color1'}, {'NextGateID': '30209', 'Color': 'gray'}]"
30207,"[{'LastGateID': '30190', 'Color': 'color0'}, {'LastGateID': '30193', 'Color': 'black'}]","[{'NextGateID': '30209', 'Color': 'gray'}]"
30209,"[{'LastGateID': '30192', 'Color': 'gray'}, {'LastGateID': '30207', 'Color': 'gray'}]","[{'NextGateID': '30212', 'Color': 'color4'}]"
30194,"[{'LastGateID': '30192', 'Color': 'color1'}, {'LastGateID': '30193', 'Color': 'black'}]","[{'NextGateID': '30195', 'Color': 'gray'}, {'NextGateID': '30197', 'Color': 'color0'}]"
30195,"[{'LastGateID': '30194', 'Color': 'gray'}]","[{'NextGateID': '30196', 'Color': 'gray'}]"
30196,"[{'LastGateID': '30190', 'Color': 'color3'}, {'LastGateID': '30195', 'Color': 'gray'}]","[{'NextGateID': '30198', 'Color': 'color2'}]"
30197,"[{'LastGateID': '30191', 'Color': 'color1'}, {'LastGateID': '30194', 'Color': 'color0'}]","[{'NextGateID': '30200', 'Color': 'gray'}]"
30198,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30196', 'Color': 'color2'}]","[{'NextGateID': '30199', 'Color': 'gray'}]"
30199,"[{'LastGateID': '30198', 'Color': 'gray'}]","[{'NextGateID': '30200', 'Color': 'gray'}]"
30200,"[{'LastGateID': '30197', 'Color': 'gray'}, {'LastGateID': '30199', 'Color': 'gray'}]","[{'NextGateID': '30201', 'Color': 'gray'}]"
30201,"[{'LastGateID': '22240', 'Color': 'color4'}, {'LastGateID': '30200', 'Color': 'gray'}]","[{'NextGateID': '30202', 'Color': 'black'}]"
30203,"[{'LastGateID': '18361', 'Color': 'black'}, {'LastGateID': '18494', 'Color': 'black'}]","[{'NextGateID': '30205', 'Color': 'gray'}, {'NextGateID': '30218', 'Color': 'gray'}]"
30205,"[{'LastGateID': '30203', 'Color': 'gray'}, {'LastGateID': '30204', 'Color': 'black'}]","[{'NextGateID': '30206', 'Color': 'gray'}, {'NextGateID': '30211', 'Color': 'color1'}]"
30206,"[{'LastGateID': '30205', 'Color': 'gray'}]","[{'NextGateID': '30212', 'Color': 'gray'}]"
30212,"[{'LastGateID': '30206', 'Color': 'gray'}, {'LastGateID': '30209', 'Color': 'color4'}]","[{'NextGateID': '30213', 'Color': 'color2'}, {'NextGateID': '30218', 'Color': 'gray'}]"
30218,"[{'LastGateID': '30203', 'Color': 'gray'}, {'LastGateID': '30212', 'Color': 'gray'}]","[{'NextGateID': '30219', 'Color': 'color0'}, {'NextGateID': '30224', 'Color': 'color3'}, {'NextGateID': '30236', 'Color': 'color0'}]"
30208,"[{'LastGateID': '30191', 'Color': 'color2'}, {'LastGateID': '30192', 'Color': 'color1'}]","[{'NextGateID': '30210', 'Color': 'color0'}]"
30210,"[{'LastGateID': '30193', 'Color': 'black'}, {'LastGateID': '30208', 'Color': 'color0'}]","[{'NextGateID': '30211', 'Color': 'gray'}]"
30211,"[{'LastGateID': '30205', 'Color': 'color1'}, {'LastGateID': '30210', 'Color': 'gray'}]","[{'NextGateID': '30215', 'Color': 'gray'}]"
30214,"[{'LastGateID': '30213', 'Color': 'color3'}]","[{'NextGateID': '30215', 'Color': 'gray'}]"
30215,"[{'LastGateID': '30211', 'Color': 'gray'}, {'LastGateID': '30214', 'Color': 'gray'}]","[{'NextGateID': '30216', 'Color': 'gray'}]"
30216,"[{'LastGateID': '22240', 'Color': 'color4'}, {'LastGateID': '30215', 'Color': 'gray'}]","[{'NextGateID': '30217', 'Color': 'black'}]"
30213,"[{'LastGateID': '28324', 'Color': 'color1'}, {'LastGateID': '30212', 'Color': 'color2'}]","[{'NextGateID': '30214', 'Color': 'color3'}]"
30219,"[{'LastGateID': '30218', 'Color': 'color0'}]","[{'NextGateID': '30225', 'Color': 'color1'}, {'NextGateID': '30235', 'Color': 'color3'}]"
30220,"[{'LastGateID': '18362', 'Color': 'black'}, {'LastGateID': '18495', 'Color': 'black'}]","[{'NextGateID': '30222', 'Color': 'color2'}, {'NextGateID': '30235', 'Color': 'gray'}, {'NextGateID': '30238', 'Color': 'color0'}]"
30235,"[{'LastGateID': '30219', 'Color': 'color3'}, {'LastGateID': '30220', 'Color': 'gray'}]","[{'NextGateID': '30237', 'Color': 'gray'}]"
30237,"[{'LastGateID': '30221', 'Color': 'black'}, {'LastGateID': '30235', 'Color': 'gray'}]","[{'NextGateID': '30239', 'Color': 'color1'}]"
30222,"[{'LastGateID': '30220', 'Color': 'color2'}, {'LastGateID': '30221', 'Color': 'black'}]","[{'NextGateID': '30223', 'Color': 'gray'}, {'NextGateID': '30225', 'Color': 'gray'}]"
30223,"[{'LastGateID': '30222', 'Color': 'gray'}]","[{'NextGateID': '30224', 'Color': 'gray'}]"
30224,"[{'LastGateID': '30218', 'Color': 'color3'}, {'LastGateID': '30223', 'Color': 'gray'}]","[{'NextGateID': '30226', 'Color': 'gray'}]"
30225,"[{'LastGateID': '30219', 'Color': 'color1'}, {'LastGateID': '30222', 'Color': 'gray'}]","[{'NextGateID': '30228', 'Color': 'gray'}]"
30226,"[{'LastGateID': '28324', 'Color': 'color5'}, {'LastGateID': '30224', 'Color': 'gray'}]","[{'NextGateID': '30227', 'Color': 'gray'}]"
30227,"[{'LastGateID': '30226', 'Color': 'gray'}]","[{'NextGateID': '30228', 'Color': 'gray'}]"
30228,"[{'LastGateID': '30225', 'Color': 'gray'}, {'LastGateID': '30227', 'Color': 'gray'}]","[{'NextGateID': '30229', 'Color': 'color0'}]"
30229,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '30228', 'Color': 'color0'}]","[{'NextGateID': '30230', 'Color': 'black'}]"
30231,"[{'LastGateID': '18363', 'Color': 'black'}, {'LastGateID': '18496', 'Color': 'black'}]","[{'NextGateID': '30233', 'Color': 'gray'}, {'NextGateID': '30246', 'Color': 'gray'}]"
30233,"[{'LastGateID': '30231', 'Color': 'gray'}, {'LastGateID': '30232', 'Color': 'black'}]","[{'NextGateID': '30234', 'Color': 'gray'}, {'NextGateID': '30239', 'Color': 'color0'}]"
30234,"[{'LastGateID': '30233', 'Color': 'gray'}]","[{'NextGateID': '30240', 'Color': 'gray'}]"
30240,"[{'LastGateID': '30234', 'Color': 'gray'}, {'LastGateID': '30238', 'Color': 'color3'}]","[{'NextGateID': '30241', 'Color': 'color2'}, {'NextGateID': '30246', 'Color': 'gray'}]"
30246,"[{'LastGateID': '30231', 'Color': 'gray'}, {'LastGateID': '30240', 'Color': 'gray'}]","[{'NextGateID': '30247', 'Color': 'color4'}, {'NextGateID': '30252', 'Color': 'color1'}, {'NextGateID': '30264', 'Color': 'color4'}]"
30236,"[{'LastGateID': '30218', 'Color': 'color0'}, {'LastGateID': '30221', 'Color': 'black'}]","[{'NextGateID': '30238', 'Color': 'color1'}]"
30238,"[{'LastGateID': '30220', 'Color': 'color0'}, {'LastGateID': '30236', 'Color': 'color1'}]","[{'NextGateID': '30240', 'Color': 'color3'}]"
30239,"[{'LastGateID': '30233', 'Color': 'color0'}, {'LastGateID': '30237', 'Color': 'color1'}]","[{'NextGateID': '30243', 'Color': 'gray'}]"
30241,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30240', 'Color': 'color2'}]","[{'NextGateID': '30242', 'Color': 'gray'}]"
30242,"[{'LastGateID': '30241', 'Color': 'gray'}]","[{'NextGateID': '30243', 'Color': 'gray'}]"
30243,"[{'LastGateID': '30239', 'Color': 'gray'}, {'LastGateID': '30242', 'Color': 'gray'}]","[{'NextGateID': '30244', 'Color': 'gray'}]"
30244,"[{'LastGateID': '18608', 'Color': 'color4'}, {'LastGateID': '30243', 'Color': 'gray'}]","[{'NextGateID': '30245', 'Color': 'black'}]"
30247,"[{'LastGateID': '30246', 'Color': 'color4'}]","[{'NextGateID': '30253', 'Color': 'color3'}, {'NextGateID': '30263', 'Color': 'gray'}]"
30248,"[{'LastGateID': '18364', 'Color': 'black'}, {'LastGateID': '18497', 'Color': 'black'}]","[{'NextGateID': '30250', 'Color': 'gray'}, {'NextGateID': '30263', 'Color': 'gray'}, {'NextGateID': '30266', 'Color': 'gray'}]"
30250,"[{'LastGateID': '30248', 'Color': 'gray'}, {'LastGateID': '30249', 'Color': 'black'}]","[{'NextGateID': '30251', 'Color': 'color0'}, {'NextGateID': '30253', 'Color': 'color2'}]"
30263,"[{'LastGateID': '30247', 'Color': 'gray'}, {'LastGateID': '30248', 'Color': 'gray'}]","[{'NextGateID': '30265', 'Color': 'gray'}]"
30264,"[{'LastGateID': '30246', 'Color': 'color4'}, {'LastGateID': '30249', 'Color': 'black'}]","[{'NextGateID': '30266', 'Color': 'gray'}]"
30265,"[{'LastGateID': '30249', 'Color': 'black'}, {'LastGateID': '30263', 'Color': 'gray'}]","[{'NextGateID': '30268', 'Color': 'color1'}]"
30266,"[{'LastGateID': '30248', 'Color': 'gray'}, {'LastGateID': '30264', 'Color': 'gray'}]","[{'NextGateID': '30267', 'Color': 'color5'}]"
30251,"[{'LastGateID': '30250', 'Color': 'color0'}]","[{'NextGateID': '30252', 'Color': 'gray'}]"
30252,"[{'LastGateID': '30246', 'Color': 'color1'}, {'LastGateID': '30251', 'Color': 'gray'}]","[{'NextGateID': '30254', 'Color': 'gray'}]"
30254,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30252', 'Color': 'gray'}]","[{'NextGateID': '30255', 'Color': 'color2'}]"
30253,"[{'LastGateID': '30247', 'Color': 'color3'}, {'LastGateID': '30250', 'Color': 'color2'}]","[{'NextGateID': '30256', 'Color': 'color0'}]"
30255,"[{'LastGateID': '30254', 'Color': 'color2'}]","[{'NextGateID': '30256', 'Color': 'gray'}]"
30256,"[{'LastGateID': '30253', 'Color': 'color0'}, {'LastGateID': '30255', 'Color': 'gray'}]","[{'NextGateID': '30257', 'Color': 'gray'}]"
30257,"[{'LastGateID': '18608', 'Color': 'color3'}, {'LastGateID': '30256', 'Color': 'gray'}]","[{'NextGateID': '30258', 'Color': 'black'}]"
30259,"[{'LastGateID': '18365', 'Color': 'black'}, {'LastGateID': '18498', 'Color': 'black'}]","[{'NextGateID': '30261', 'Color': 'gray'}, {'NextGateID': '30272', 'Color': 'color2'}]"
30261,"[{'LastGateID': '30259', 'Color': 'gray'}, {'LastGateID': '30260', 'Color': 'black'}]","[{'NextGateID': '30262', 'Color': 'color0'}, {'NextGateID': '30268', 'Color': 'gray'}]"
30268,"[{'LastGateID': '30261', 'Color': 'gray'}, {'LastGateID': '30265', 'Color': 'color1'}]","[{'NextGateID': '30269', 'Color': 'gray'}]"
30269,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30268', 'Color': 'gray'}]","[{'NextGateID': '30270', 'Color': 'gray'}]"
30270,"[{'LastGateID': '30269', 'Color': 'gray'}]","[{'NextGateID': '30271', 'Color': 'black'}]"
30262,"[{'LastGateID': '30261', 'Color': 'color0'}]","[{'NextGateID': '30267', 'Color': 'gray'}]"
30267,"[{'LastGateID': '30262', 'Color': 'gray'}, {'LastGateID': '30266', 'Color': 'color5'}]","[{'NextGateID': '30271', 'Color': 'black'}, {'NextGateID': '30272', 'Color': 'gray'}]"
30272,"[{'LastGateID': '30259', 'Color': 'color2'}, {'LastGateID': '30267', 'Color': 'gray'}]","[{'NextGateID': '30273', 'Color': 'color1'}, {'NextGateID': '30278', 'Color': 'color3'}, {'NextGateID': '30287', 'Color': 'color4'}]"
30273,"[{'LastGateID': '30272', 'Color': 'color1'}]","[{'NextGateID': '30279', 'Color': 'gray'}, {'NextGateID': '30286', 'Color': 'color3'}]"
30279,"[{'LastGateID': '30273', 'Color': 'gray'}, {'LastGateID': '30277', 'Color': 'color0'}]","[{'NextGateID': '30280', 'Color': 'gray'}]"
30280,"[{'LastGateID': '30278', 'Color': 'color2'}, {'LastGateID': '30279', 'Color': 'gray'}]","[{'NextGateID': '30281', 'Color': 'black'}]"
30274,"[{'LastGateID': '18366', 'Color': 'black'}, {'LastGateID': '18499', 'Color': 'black'}]","[{'NextGateID': '30276', 'Color': 'color1'}, {'NextGateID': '30286', 'Color': 'gray'}, {'NextGateID': '30289', 'Color': 'color1'}]"
30286,"[{'LastGateID': '30273', 'Color': 'color3'}, {'LastGateID': '30274', 'Color': 'gray'}]","[{'NextGateID': '30288', 'Color': 'gray'}]"
30288,"[{'LastGateID': '30275', 'Color': 'black'}, {'LastGateID': '30286', 'Color': 'gray'}]","[{'NextGateID': '30290', 'Color': 'color0'}]"
30276,"[{'LastGateID': '30274', 'Color': 'color1'}, {'LastGateID': '30275', 'Color': 'black'}]","[{'NextGateID': '30277', 'Color': 'gray'}, {'NextGateID': '30278', 'Color': 'gray'}]"
30277,"[{'LastGateID': '30276', 'Color': 'gray'}]","[{'NextGateID': '30279', 'Color': 'color0'}]"
30278,"[{'LastGateID': '30272', 'Color': 'color3'}, {'LastGateID': '30276', 'Color': 'gray'}]","[{'NextGateID': '30280', 'Color': 'color2'}]"
30282,"[{'LastGateID': '18367', 'Color': 'black'}, {'LastGateID': '18500', 'Color': 'black'}]","[{'NextGateID': '30284', 'Color': 'gray'}, {'NextGateID': '30297', 'Color': 'gray'}]"
30284,"[{'LastGateID': '30282', 'Color': 'gray'}, {'LastGateID': '30283', 'Color': 'black'}]","[{'NextGateID': '30285', 'Color': 'color1'}, {'NextGateID': '30290', 'Color': 'color1'}]"
30297,"[{'LastGateID': '30282', 'Color': 'gray'}, {'LastGateID': '30291', 'Color': 'color3'}]","[{'NextGateID': '30298', 'Color': 'color0'}, {'NextGateID': '30303', 'Color': 'color2'}, {'NextGateID': '30311', 'Color': 'color2'}]"
30285,"[{'LastGateID': '30284', 'Color': 'color1'}]","[{'NextGateID': '30291', 'Color': 'color0'}]"
30287,"[{'LastGateID': '30272', 'Color': 'color4'}, {'LastGateID': '30275', 'Color': 'black'}]","[{'NextGateID': '30289', 'Color': 'gray'}]"
30289,"[{'LastGateID': '30274', 'Color': 'color1'}, {'LastGateID': '30287', 'Color': 'gray'}]","[{'NextGateID': '30291', 'Color': 'gray'}]"
30291,"[{'LastGateID': '30285', 'Color': 'color0'}, {'LastGateID': '30289', 'Color': 'gray'}]","[{'NextGateID': '30292', 'Color': 'color2'}, {'NextGateID': '30297', 'Color': 'color3'}]"
30290,"[{'LastGateID': '30284', 'Color': 'color1'}, {'LastGateID': '30288', 'Color': 'color0'}]","[{'NextGateID': '30294', 'Color': 'gray'}]"
30292,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30291', 'Color': 'color2'}]","[{'NextGateID': '30293', 'Color': 'gray'}]"
30293,"[{'LastGateID': '30292', 'Color': 'gray'}]","[{'NextGateID': '30294', 'Color': 'gray'}]"
30294,"[{'LastGateID': '30290', 'Color': 'gray'}, {'LastGateID': '30293', 'Color': 'gray'}]","[{'NextGateID': '30295', 'Color': 'gray'}]"
30295,"[{'LastGateID': '22240', 'Color': 'color4'}, {'LastGateID': '30294', 'Color': 'gray'}]","[{'NextGateID': '30296', 'Color': 'black'}]"
30298,"[{'LastGateID': '30297', 'Color': 'color0'}]","[{'NextGateID': '30304', 'Color': 'color1'}, {'NextGateID': '30312', 'Color': 'color2'}]"
30299,"[{'LastGateID': '18368', 'Color': 'black'}, {'LastGateID': '18501', 'Color': 'black'}]","[{'NextGateID': '30301', 'Color': 'color0'}, {'NextGateID': '30312', 'Color': 'color1'}, {'NextGateID': '30313', 'Color': 'gray'}]"
30311,"[{'LastGateID': '30297', 'Color': 'color2'}, {'LastGateID': '30300', 'Color': 'black'}]","[{'NextGateID': '30313', 'Color': 'gray'}]"
30313,"[{'LastGateID': '30299', 'Color': 'gray'}, {'LastGateID': '30311', 'Color': 'gray'}]","[{'NextGateID': '30316', 'Color': 'color3'}]"
30301,"[{'LastGateID': '30299', 'Color': 'color0'}, {'LastGateID': '30300', 'Color': 'black'}]","[{'NextGateID': '30302', 'Color': 'gray'}, {'NextGateID': '30303', 'Color': 'gray'}]"
30302,"[{'LastGateID': '30301', 'Color': 'gray'}]","[{'NextGateID': '30304', 'Color': 'gray'}]"
30303,"[{'LastGateID': '30297', 'Color': 'color2'}, {'LastGateID': '30301', 'Color': 'gray'}]","[{'NextGateID': '30305', 'Color': 'gray'}]"
30304,"[{'LastGateID': '30298', 'Color': 'color1'}, {'LastGateID': '30302', 'Color': 'gray'}]","[{'NextGateID': '30305', 'Color': 'gray'}]"
30305,"[{'LastGateID': '30303', 'Color': 'gray'}, {'LastGateID': '30304', 'Color': 'gray'}]","[{'NextGateID': '30306', 'Color': 'black'}]"
30307,"[{'LastGateID': '18369', 'Color': 'black'}, {'LastGateID': '18502', 'Color': 'black'}]","[{'NextGateID': '30309', 'Color': 'color1'}, {'NextGateID': '30322', 'Color': 'color3'}]"
30309,"[{'LastGateID': '30307', 'Color': 'color1'}, {'LastGateID': '30308', 'Color': 'black'}]","[{'NextGateID': '30310', 'Color': 'gray'}, {'NextGateID': '30315', 'Color': 'color0'}]"
30310,"[{'LastGateID': '30309', 'Color': 'gray'}]","[{'NextGateID': '30316', 'Color': 'gray'}]"
30316,"[{'LastGateID': '30310', 'Color': 'gray'}, {'LastGateID': '30313', 'Color': 'color3'}]","[{'NextGateID': '30317', 'Color': 'color2'}, {'NextGateID': '30322', 'Color': 'color4'}]"
30312,"[{'LastGateID': '30298', 'Color': 'color2'}, {'LastGateID': '30299', 'Color': 'color1'}]","[{'NextGateID': '30314', 'Color': 'color0'}]"
30314,"[{'LastGateID': '30300', 'Color': 'black'}, {'LastGateID': '30312', 'Color': 'color0'}]","[{'NextGateID': '30315', 'Color': 'color2'}]"
30315,"[{'LastGateID': '30309', 'Color': 'color0'}, {'LastGateID': '30314', 'Color': 'color2'}]","[{'NextGateID': '30319', 'Color': 'color1'}]"
30317,"[{'LastGateID': '28324', 'Color': 'color3'}, {'LastGateID': '30316', 'Color': 'color2'}]","[{'NextGateID': '30318', 'Color': 'gray'}]"
30318,"[{'LastGateID': '30317', 'Color': 'gray'}]","[{'NextGateID': '30319', 'Color': 'gray'}]"
